ratio,k_c,grad_max,var_max,mean_tau_at_kc,beta_at_kc
1.0,15.0,10.232409510816652,0.0,1.059310751470362,-1.543455078132991
2.0,25.0,10.324997273793233,0.0,0.8373281132692685,-0.9513950998888929
3.0,45.0,8.901651952438172,0.0,18.9948128808777,1.0264111976707166
4.0,20.0,2.7568495154376773,0.0,8.922325878923331,1.0763299533175033
5.0,20.0,1.8751962172925452,0.0,6.494769090453234,0.8492446668248157
